Point,X,Y,Na/Si,Na/Si_uncer,Al/Si,Al/Si_uncer,Mg/Si,Mg/Si_uncer,Ca/Si,Ca/Si_uncer,Polygon ID
V1,5276626.8545,262545.6327,,,0.0,-1.0,,,,,3442
V2,5300430.6846,262451.6303,,,0.0,-1.0,,,,,3442
V3,5300976.5049,435234.081,,,0.0,-1.0,,,,,3442
V0,1587209.0667,-249166.9705,,,1.0,0.0019089288918622,,,,,3443
V1,1584849.9101,-421955.4859,,,1.0,0.0019089288918622,,,,,3443
V2,1608975.1677,-422322.3984,,,1.0,0.0019089288918622,,,,,3443
V3,1611164.5136,-249527.8183,,,1.0,0.0019089288918622,,,,,3443
V0,795511.8721,235712.4999,,,0.0,-1.0,,,,,3444
V1,795411.8051,62805.7234,,,0.0,-1.0,,,,,3444
V2,819309.6375,62717.7857,,,0.0,-1.0,,,,,3444
V3,819670.4854,235624.5622,,,0.0,-1.0,,,,,3444
V0,893253.1275,-213115.5391,,,0.0,-1.0,,,,,3445
V1,892579.9492,-385934.3779,,,0.0,-1.0,,,,,3445
V2,916799.2092,-386058.7036,,,0.0,-1.0,,,,,3445
V3,917111.5397,-213236.8325,,,0.0,-1.0,,,,,3445
V0,-4716675.8655,727669.4402,,,0.0,-1.0,,,,,3446
V1,-4716948.7757,555259.9667,,,0.0,-1.0,,,,,3446
V2,-4692932.6822,555205.3846,,,0.0,-1.0,,,,,3446
V3,-4692508.1553,727614.8582,,,0.0,-1.0,,,,,3446
V0,3644108.6376,283286.8044,,,0.6480400515860629,0.0028664316053973,,,,,3447
V1,3641925.3564,110407.3189,,,0.6480400515860629,0.0028664316053973,,,,,3447
V2,3665820.1565,110007.0507,,,0.6480400515860629,0.0028664316053973,,,,,3447
V3,3668246.0245,282880.4715,,,0.6480400515860629,0.0028664316053973,,,,,3447
V0,-2954228.1567,593479.5176,,,1.9768204678961447,0.001968858721671,,,,,3448
V1,-2957372.6881,420924.4919,,,1.9768204678961447,0.001968858721671,,,,,3448
V2,-2933590.0844,420436.286,,,1.9768204678961447,0.001968858721671,,,,,3448
V3,-2929896.7003,592982.2146,,,1.9768204678961447,0.001968858721671,,,,,3448
V0,2979017.4957,-467519.3522,,,0.0,-1.0,,,,,3449
V1,2975090.6218,-640004.6341,,,0.0,-1.0,,,,,3449
V2,2999582.7919,-640535.2927,,,0.0,-1.0,,,,,3449
V3,3002651.515,-468031.8168,,,0.0,-1.0,,,,,3449
V0,925978.0873,-215802.188,,,1.0706982632649638,1.7694307199124115e-06,,,,,3450
V1,925207.8742,-388614.9621,,,1.0706982632649638,1.7694307199124115e-06,,,,,3450
V2,949421.0695,-388751.4171,,,1.0706982632649638,1.7694307199124115e-06,,,,,3450
V3,949821.3378,-215935.6107,,,1.0706982632649638,1.7694307199124115e-06,,,,,3450
V0,5243149.8757,430761.3868,,,0.0,-1.0,,,,,3451
V1,5243058.9056,257969.8391,,,0.0,-1.0,,,,,3451
V2,5266862.7357,257875.8367,,,0.0,-1.0,,,,,3451
V3,5267408.556,430664.3521,,,0.0,-1.0,,,,,3451
V0,5310225.1268,433029.5734,,,0.0,-1.0,,,,,3452
V1,5310134.1568,260244.0904,,,0.0,-1.0,,,,,3452
V2,5333937.9868,260147.0556,,,0.0,-1.0,,,,,3452
V3,5334483.8071,432932.5387,,,0.0,-1.0,,,,,3452
V0,1620564.7522,-250188.8674,,,0.0,-1.0,,,,,3453
V1,1618169.2075,-422974.3504,,,0.0,-1.0,,,,,3453
V2,1642279.3035,-423344.2953,,,0.0,-1.0,,,,,3453
V3,1644498.9727,-250555.7799,,,0.0,-1.0,,,,,3453
V0,730004.3382,86509.4864,,,0.0,-1.0,,,,,3454
V1,729922.4651,-86424.5811,,,0.0,-1.0,,,,,3454
V2,753911.2677,-86494.3248,,,0.0,-1.0,,,,,3454
V3,754020.4317,86439.7427,,,0.0,-1.0,,,,,3454
V0,1653896.179,-252702.6731,,,0.0,-1.0,,,,,3455
V1,1651464.2463,-425479.0592,,,0.0,-1.0,,,,,3455
V2,1675571.3099,-425852.0364,,,0.0,-1.0,,,,,3455
V3,1677821.3025,-253072.618,,,0.0,-1.0,,,,,3455
V0,3674735.2215,133625.9083,,,0.0,-1.0,,,,,3456
V1,3672612.587,-39499.1963,,,0.0,-1.0,,,,,3456
V2,3696568.0338,-39863.0765,,,0.0,-1.0,,,,,3456
V3,3698690.6684,133352.9982,,,0.0,-1.0,,,,,3456
V0,4876388.9522,-8651.2519,,,0.0,-1.0,,,,,3457
V1,4876176.6888,-181294.2152,,,0.0,-1.0,,,,,3457
V2,4900223.1057,-181363.9589,,,0.0,-1.0,,,,,3457
V3,4900405.0458,-8717.9632,,,0.0,-1.0,,,,,3457
V0,762677.7483,-63466.7724,,,0.0,-1.0,,,,,3458
V1,762432.1291,-236367.4842,,,0.0,-1.0,,,,,3458
V2,786505.837,-236446.325,,,0.0,-1.0,,,,,3458
V3,786590.7424,-63545.6132,,,0.0,-1.0,,,,,3458
V0,1687267.0261,-251738.3906,,,1.0,0.0149052910865096,,,,,3459
V1,1684804.7701,-424505.6796,,,1.0,0.0149052910865096,,,,,3459
V2,1708902.7367,-424884.7215,,,1.0,0.0149052910865096,,,,,3459
V3,1711180.0203,-252111.3678,,,1.0,0.0149052910865096,,,,,3459
V0,-2986965.2458,593094.411,,,0.8056848641751965,0.0017499394352121,,,,,3460
V1,-2990106.7449,420554.5471,,,0.8056848641751965,0.0017499394352121,,,,,3460
V2,-2966351.4322,420066.3411,,,0.8056848641751965,0.0017499394352121,,,,,3460
V3,-2962655.0158,592594.0757,,,0.8056848641751965,0.0017499394352121,,,,,3460
V0,4909441.4042,140063.5556,,,1.0,0.0142481492521151,,,,,3461
V1,4909350.4342,-32870.5119,,,1.0,0.0142481492521151,,,,,3461
V2,4933305.881,-32943.2879,,,1.0,0.0142481492521151,,,,,3461
V3,4933457.4977,139990.7796,,,1.0,0.0142481492521151,,,,,3461
V0,1256444.9926,-86673.2325,,,1.643957048019998,0.0017994615123119,,,,,3462
V1,1254980.3748,-259601.2353,,,1.643957048019998,0.0017994615123119,,,,,3462
V2,1278890.3366,-259871.1132,,,1.643957048019998,0.0017994615123119,,,,,3462
V3,1280482.3125,-86943.1103,,,1.643957048019998,0.0017994615123119,,,,,3462
V0,1223319.7646,-82349.1228,,,0.0,-1.0,,,,,3463
V1,1221973.4078,-255283.1902,,,0.0,-1.0,,,,,3463
V2,1245868.208,-255540.9387,,,0.0,-1.0,,,,,3463
V3,1247363.1492,-82606.8712,,,0.0,-1.0,,,,,3463
V0,-3131158.8418,-156777.7864,,,1.5815920911819197,0.0111180405959575,,,,,3464
V1,-3134524.7337,-329584.4958,,,1.5815920911819197,0.0111180405959575,,,,,3464
V2,-3110296.3767,-330072.7017,,,1.5815920911819197,0.0111180405959575,,,,,3464
V3,-3107445.9817,-157253.863,,,1.5815920911819197,0.0111180405959575,,,,,3464
V0,5343216.9321,-163185.1103,,,0.0,-1.0,,,,,3465
V1,5342731.7585,-336034.2724,,,0.0,-1.0,,,,,3465
V2,5366899.4688,-336128.2748,,,0.0,-1.0,,,,,3465
V3,5366990.4388,-163279.1127,,,0.0,-1.0,,,,,3465
V0,1889887.6537,-19558.561,,,0.0,-1.0,,,,,3466
V1,1887410.236,-192441.0788,,,0.0,-1.0,,,,,3466
V2,1911326.2625,-192847.4117,,,0.0,-1.0,,,,,3466
V3,1913888.5856,-19967.9263,,,0.0,-1.0,,,,,3466
V0,861243.7988,237801.7787,,,0.0,-1.0,,,,,3467
V1,861013.3414,64925.3256,,,0.0,-1.0,,,,,3467
V2,884832.3331,64813.1292,,,0.0,-1.0,,,,,3467
V3,885353.8948,237692.6147,,,0.0,-1.0,,,,,3467
V0,1322753.063,-91155.0237,,,0.0,-1.0,,,,,3468
V1,1321067.0847,-264061.8002,,,0.0,-1.0,,,,,3468
V2,1344974.0142,-264358.969,,,0.0,-1.0,,,,,3468
V3,1346750.9625,-91455.2249,,,0.0,-1.0,,,,,3468
V0,5008962.6403,285688.4137,,,0.5784064876540763,0.0150220387205907,,,,,3469
V1,5008841.3469,112818.0253,,,0.5784064876540763,0.0150220387205907,,,,,3469
V2,5032705.8237,112736.1522,,,0.5784064876540763,0.0150220387205907,,,,,3469
V3,5033009.0572,285606.5407,,,0.5784064876540763,0.0150220387205907,,,,,3469
V0,-4912746.6494,-157745.1013,,,21.73272239900564,0.0162491188488017,,,,,3470
V1,-4912867.9428,-330600.328,,,21.73272239900564,0.0162491188488017,,,,,3470
V2,-4889064.1127,-330615.4897,,,21.73272239900564,0.0162491188488017,,,,,3470
V3,-4888639.5858,-157760.2629,,,21.73272239900564,0.0162491188488017,,,,,3470
V0,1821557.0158,-166575.2609,,,1.5477117402405824,0.0148404004427938,,,,,3471
V1,1819037.1454,-339385.0027,,,1.5477117402405824,0.0148404004427938,,,,,3471
V2,1843038.0773,-339782.2385,,,1.5477117402405824,0.0148404004427938,,,,,3471
V3,1845466.9777,-166969.4645,,,1.5477117402405824,0.0148404004427938,,,,,3471
V0,5075401.1011,-163454.9881,,,0.0,-1.0,,,,,3472
V1,5075006.8975,-336292.0209,,,0.0,-1.0,,,,,3472
V2,5099113.9611,-336376.9263,,,0.0,-1.0,,,,,3472
V3,5099204.9312,-163536.8612,,,0.0,-1.0,,,,,3472
V0,1358798.4296,202832.891,,,1.232051090254092,0.003065489036637,,,,,3473
V1,1357239.8094,29910.9529,,,1.232051090254092,0.003065489036637,,,,,3473
V2,1380922.3461,29601.6547,,,1.232051090254092,0.003065489036637,,,,,3473
V3,1382987.3663,202517.5282,,,1.232051090254092,0.003065489036637,,,,,3473
V0,1059328.0532,226021.1571,,,0.0,-1.0,,,,,3474
V1,1058551.7754,53153.801,,,0.0,-1.0,,,,,3474
V2,1082358.6378,52968.8285,,,0.0,-1.0,,,,,3474
V3,1083410.8581,225836.1846,,,0.0,-1.0,,,,,3474
V0,-3993069.7543,836190.6467,,,0.0,-1.0,,,,,3475
V1,-3995010.4487,664014.663,,,0.0,-1.0,,,,,3475
V2,-3971449.2054,663693.2355,,,0.0,-1.0,,,,,3475
V3,-3968568.4872,835854.0575,,,0.0,-1.0,,,,,3475
V0,5276202.3276,-161502.1644,,,0.0,-1.0,,,,,3476
V1,5275717.154,-334342.2295,,,0.0,-1.0,,,,,3476
V2,5299854.541,-334439.2642,,,0.0,-1.0,,,,,3476
V3,5299945.511,-161596.1668,,,0.0,-1.0,,,,,3476
V0,-2696976.981,299531.0232,,,0.0,-1.0,,,,,3477
V1,-2700094.2214,126724.3138,,,0.0,-1.0,,,,,3477
V2,-2676196.389,126236.1078,,,0.0,-1.0,,,,,3477
V3,-2673006.3725,299039.7849,,,0.0,-1.0,,,,,3477
V0,795387.5464,-62363.0025,,,11.56903422223887,0.008551859260165,,,,,3478
V1,795075.2159,-235239.4556,,,11.56903422223887,0.008551859260165,,,,,3478
V2,819085.2447,-235327.3933,,,11.56903422223887,0.008551859260165,,,,,3478
V3,819239.8938,-62450.9402,,,11.56903422223887,0.008551859260165,,,,,3478
V0,1392178.3738,202705.5329,,,0.0,-1.0,,,,,3479
V1,1390528.7835,29795.7241,,,0.0,-1.0,,,,,3479
V2,1414193.1262,29474.2966,,,0.0,-1.0,,,,,3479
V3,1416340.0194,202381.0731,,,0.0,-1.0,,,,,3479
V0,993135.2115,228753.291,,,1.064625231595173,2.805658016654909e-06,,,,,3480
V1,992543.9062,55885.9348,,,1.064625231595173,2.805658016654909e-06,,,,,3480
V2,1016323.4776,55728.2534,,,1.064625231595173,2.805658016654909e-06,,,,,3480
V3,1017196.7901,228592.5772,,,1.064625231595173,2.805658016654909e-06,,,,,3480
V0,-3313038.2976,728257.7132,,,1.0,0.014243388470061,,,,,3481
V1,-3315797.7225,555924.0481,,,1.0,0.014243388470061,,,,,3481
V2,-3292206.1559,555496.4888,,,1.0,0.014243388470061,,,,,3481
V3,-3288658.3239,727814.9923,,,1.0,0.014243388470061,,,,,3481
V0,-3085340.2593,590283.4364,,,1.4769512847593782,0.0011037624602903,,,,,3482
V1,-3088433.241,417755.7018,,,1.4769512847593782,0.0011037624602903,,,,,3482
V2,-3064750.7043,417273.5606,,,1.4769512847593782,0.0011037624602903,,,,,3482
V3,-3061111.9023,589792.1981,,,1.4769512847593782,0.0011037624602903,,,,,3482
V0,1191228.5629,70492.6927,,,1.0127365021106849,0.0002422910399777,,,,,3483
V1,1190121.7606,-102456.5364,,,1.0127365021106849,0.0002422910399777,,,,,3483
V2,1213834.6206,-102699.1232,,,1.0127365021106849,0.0002422910399777,,,,,3483
V3,1215323.4971,70247.0736,,,1.0127365021106849,0.0002422910399777,,,,,3483
V0,1355902.5497,-95476.1012,,,0.0,-1.0,,,,,3484
V1,1354116.5043,-268210.0345,,,0.0,-1.0,,,,,3484
V2,1378011.3045,-268519.3327,,,0.0,-1.0,,,,,3484
V3,1379864.0612,-95806.6257,,,0.0,-1.0,,,,,3484
V0,-2765313.6835,147717.1693,,,0.0,-1.0,,,,,3485
V1,-2768543.1203,-25489.8084,,,0.0,-1.0,,,,,3485
V2,-2744608.8999,-25965.885,,,0.0,-1.0,,,,,3485
V3,-2741543.2091,147231.9957,,,0.0,-1.0,,,,,3485
V0,1158033.5911,73564.4481,,,0.0,-1.0,,,,,3486
V1,1157032.9206,-99387.8134,,,0.0,-1.0,,,,,3486
V2,1180727.5866,-99612.2062,,,0.0,-1.0,,,,,3486
V3,1182125.4931,73333.9907,,,0.0,-1.0,,,,,3486
V0,1825529.3748,131618.5025,,,0.0,-1.0,,,,,3487
V1,1823288.4792,-41267.0476,,,0.0,-1.0,,,,,3487
V2,1847010.4362,-41658.2188,,,0.0,-1.0,,,,,3487
V3,1849593.9857,131221.2666,,,0.0,-1.0,,,,,3487
V0,4942554.5029,-11780.6216,,,0.8397092390754511,0.0029250451318584,,,,,3488
V1,4942372.5628,-184672.2364,,,0.8397092390754511,0.0029250451318584,,,,,3488
V2,4966328.0096,-184748.0448,,,0.8397092390754511,0.0029250451318584,,,,,3488
V3,4966388.6563,-11853.3977,,,0.8397092390754511,0.0029250451318584,,,,,3488
V0,1290910.5127,61356.2673,,,1.1147778246420612,0.0003179217881536,,,,,3489
V1,1289467.1212,-111571.7356,,,1.1147778246420612,0.0003179217881536,,,,,3489
V2,1313186.0459,-111853.7427,,,1.1147778246420612,0.0003179217881536,,,,,3489
V3,1314956.9296,61068.1954,,,1.1147778246420612,0.0003179217881536,,,,,3489
V0,1856765.458,-18855.0593,,,1.9597407125699275,0.0019079322819951,,,,,3490
V1,1854351.7193,-191716.3507,,,1.9597407125699275,0.0019079322819951,,,,,3490
V2,1878182.8404,-192116.619,,,1.9597407125699275,0.0019079322819951,,,,,3490
V3,1880708.7755,-19258.3599,,,1.9597407125699275,0.0019079322819951,,,,,3490
V0,-3196505.6619,-160522.7202,,,1.82094034185433,0.0012580136677261,,,,,3491
V1,-3199780.5838,-333302.1386,,,1.82094034185433,0.0012580136677261,,,,,3491
V2,-3175612.8735,-333775.1828,,,1.82094034185433,0.0012580136677261,,,,,3491
V3,-3172883.7719,-160983.6351,,,1.82094034185433,0.0012580136677261,,,,,3491
V0,2946137.8868,-468007.5582,,,0.0,-1.0,,,,,3492
V1,2942150.3662,-640450.3874,,,0.0,-1.0,,,,,3492
V2,2966512.1459,-640984.0783,,,0.0,-1.0,,,,,3492
V3,2969647.5804,-468523.0551,,,0.0,-1.0,,,,,3492
V0,3113086.1249,-321327.4475,,,1.0,0.0007264312949282,,,,,3493
V1,3109568.6163,-493961.3138,,,1.0,0.0007264312949282,,,,,3493
V2,3133796.9732,-494470.7461,,,1.0,0.0007264312949282,,,,,3493
V3,3136677.6915,-321821.7181,,,1.0,0.0007264312949282,,,,,3493
V0,3256121.3689,424357.0952,,,0.0,-1.0,,,,,3494
V1,3253301.2973,251644.3882,,,0.0,-1.0,,,,,3494
V2,3276953.5106,251159.2146,,,0.0,-1.0,,,,,3494
V3,3280258.7558,423859.7923,,,0.0,-1.0,,,,,3494
V0,-2729844.4605,297805.6245,,,1.0,0.0146331105681233,,,,,3495
V1,-2732955.6363,125014.0768,,,1.0,0.0146331105681233,,,,,3495
V2,-2709112.3858,124525.8709,,,1.0,0.0146331105681233,,,,,3495
V3,-2705937.5311,297317.4186,,,1.0,0.0146331105681233,,,,,3495
V0,1492342.4649,199524.6135,,,1.0,0.0438795382558579,,,,,3496
V1,1490510.9346,26639.0634,,,1.0,0.0438795382558579,,,,,3496
V2,1514132.8245,26293.3772,,,1.0,0.0438795382558579,,,,,3496
V3,1516452.5609,199175.8949,,,1.0,0.0438795382558579,,,,,3496
V0,1525767.8941,200664.7715,,,0.6104150425445899,0.0079168317960299,,,,,3497
V1,1523899.9757,27785.286,,,0.6104150425445899,0.0079168317960299,,,,,3497
V2,1547518.8334,27436.5675,,,0.6104150425445899,0.0079168317960299,,,,,3497
V3,1549874.9577,200309.9883,,,0.6104150425445899,0.0079168317960299,,,,,3497
V0,1559150.8706,197077.5191,,,0.0,-1.0,,,,,3498
V1,1557246.5642,24195.0013,,,0.0,-1.0,,,,,3498
V2,1580859.3572,23840.2181,,,0.0,-1.0,,,,,3498
V3,1583245.8048,196716.6712,,,0.0,-1.0,,,,,3498
V0,1626025.9876,197335.2676,,,2.5274478986674365,0.0025208644280701,,,,,3499
V1,1624058.0022,24461.8468,,,2.5274478986674365,0.0025208644280701,,,,,3499
V2,1647673.8275,24100.9989,,,2.5274478986674365,0.0025208644280701,,,,,3499
V3,1650117.8895,196965.3227,,,2.5274478986674365,0.0025208644280701,,,,,3499
V0,1455693.6636,-97538.089,,,2.400792994877892,0.0011158651308329,,,,,3500
V1,1453674.1285,-270387.2511,,,2.400792994877892,0.0011158651308329,,,,,3500
V2,1477499.1849,-270729.9049,,,2.400792994877892,0.0011158651308329,,,,,3500
V3,1479582.3991,-97877.7105,,,2.400792994877892,0.0011158651308329,,,,,3500
V0,3609843.2516,134614.4496,,,0.0,-1.0,,,,,3501
V1,3607508.3536,-38249.8742,,,0.0,-1.0,,,,,3501
V2,3631342.5071,-38662.2718,,,0.0,-1.0,,,,,3501
V3,3633707.7284,134202.052,,,0.0,-1.0,,,,,3501
V0,-4815378.3712,584970.7854,,,0.0,-1.0,,,,,3502
V1,-4815742.2514,412397.5658,,,0.0,-1.0,,,,,3502
V2,-4791726.1579,412370.2748,,,0.0,-1.0,,,,,3502
V3,-4791604.8645,584943.4944,,,0.0,-1.0,,,,,3502
V0,-5240936.2711,289403.0241,,,1.0,0.0025684536755541,,,,,3503
V1,-5241118.2112,116556.8944,,,1.0,0.0025684536755541,,,,,3503
V2,-5217223.411,116505.3447,,,1.0,0.0025684536755541,,,,,3503
V3,-5217132.441,289351.4744,,,1.0,0.0025684536755541,,,,,3503
V0,-2899254.9547,-1391.8418,,,2.6193057444192767,0.0039847351432335,,,,,3504
V1,-2902526.8442,-174222.8099,,,2.6193057444192767,0.0039847351432335,,,,,3504
V2,-2878516.8153,-174714.0482,,,2.6193057444192767,0.0039847351432335,,,,,3504
V3,-2875581.515,-1877.0154,,,2.6193057444192767,0.0039847351432335,,,,,3504
V0,-5273867.4296,289424.2505,,,1.0,4.097788131100762,,,,,3505
V1,-5274019.0464,116581.1531,,,1.0,4.097788131100762,,,,,3505
V2,-5250154.5696,116523.5387,,,1.0,4.097788131100762,,,,,3505
V3,-5250033.2762,289363.6038,,,1.0,4.097788131100762,,,,,3505
V0,-2866363.2165,-2992.9147,,,0.0,-1.0,,,,,3506
V1,-2869741.2377,-175460.0026,,,0.0,-1.0,,,,,3506
V2,-2845676.6268,-175951.2409,,,0.0,-1.0,,,,,3506
V3,-2842650.3565,-3459.8943,,,0.0,-1.0,,,,,3506
V0,-3229133.587,-160783.501,,,1.115495056425676,0.0249613077703079,,,,,3507
V1,-3232347.8621,-333547.7577,,,1.115495056425676,0.0249613077703079,,,,,3507
V2,-3208210.4752,-334008.6726,,,1.115495056425676,0.0249613077703079,,,,,3507
V3,-3205572.3437,-161235.3189,,,1.115495056425676,0.0249613077703079,,,,,3507
V0,860879.9186,-60379.8554,,,3.5452585032906327,0.0040352340608243,,,,,3508
V1,860425.0684,-233225.9851,,,3.5452585032906327,0.0040352340608243,,,,,3508
V2,884335.0302,-233338.1815,,,3.5452585032906327,0.0040352340608243,,,,,3508
V3,884650.393,-60489.0194,,,3.5452585032906327,0.0040352340608243,,,,,3508
V0,-5273776.4596,-8830.1596,,,0.0,-1.0,,,,,3509
V1,-5273897.753,-181718.7421,,,0.0,-1.0,,,,,3509
V2,-5250093.9229,-181776.3565,,,0.0,-1.0,,,,,3509
V3,-5249911.9828,-8887.774,,,0.0,-1.0,,,,,3509
V0,1489012.9611,-98732.829,,,0.0,-1.0,,,,,3510
V1,1486944.9086,-271572.8941,,,0.0,-1.0,,,,,3510
V2,1510751.771,-271921.6126,,,0.0,-1.0,,,,,3510
V3,1512877.4378,-99081.5475,,,0.0,-1.0,,,,,3510
V0,-5339881.3635,-9303.2039,,,0.0,-1.0,,,,,3511
V1,-5340063.3036,-182179.657,,,0.0,-1.0,,,,,3511
V2,-5316198.8268,-182249.4007,,,0.0,-1.0,,,,,3511
V3,-5316077.5334,-9372.9476,,,0.0,-1.0,,,,,3511
V0,-5043773.8466,-67593.7804,,,1.0,0.0025791619526003,,,,,3512
V1,-5043955.7867,-240461.1366,,,1.0,0.0025791619526003,,,,,3512
V2,-5020212.6033,-240476.2982,,,1.0,0.0025791619526003,,,,,3512
V3,-5019848.7231,-67608.9421,,,1.0,0.0025791619526003,,,,,3512
V0,1058033.2461,-72154.4123,,,4.240406686629492,0.0060013314713484,,,,,3513
V1,1057026.5109,-244982.3481,,,4.240406686629492,0.0060013314713484,,,,,3513
V2,1080942.5373,-245170.3529,,,4.240406686629492,0.0060013314713484,,,,,3513
V3,1081791.5912,-72339.3848,,,4.240406686629492,0.0060013314713484,,,,,3513
V0,-5175255.8941,288951.2062,,,1.0,0.0072270606598507,,,,,3514
V1,-5175498.4809,116105.0765,,,1.0,0.0072270606598507,,,,,3514
V2,-5151603.6807,116065.6561,,,1.0,0.0072270606598507,,,,,3514
V3,-5151482.3873,288914.8182,,,1.0,0.0072270606598507,,,,,3514
V0,-5339881.3635,288978.4972,,,1.1714510583280222,2.1963672196925627e-05,,,,,3515
V1,-5339972.3336,116144.4968,,,1.1714510583280222,2.1963672196925627e-05,,,,,3515
V2,-5316198.8268,116074.7531,,,1.1714510583280222,2.1963672196925627e-05,,,,,3515
V3,-5315986.5634,288908.7535,,,1.1714510583280222,2.1963672196925627e-05,,,,,3515
V0,-2825760.2503,446541.6584,,,0.938524360598504,0.003556882802977,,,,,3516
V1,-2828841.1027,273868.3717,,,0.938524360598504,0.003556882802977,,,,,3516
V2,-2805137.3396,273389.2628,,,0.938524360598504,0.003556882802977,,,,,3516
V3,-2801768.4154,446053.4524,,,0.938524360598504,0.003556882802977,,,,,3516
V0,1758908.9739,132976.9886,,,0.0,-1.0,,,,,3517
V1,1756765.113,-39893.3998,,,0.0,-1.0,,,,,3517
V2,1780402.1646,-40272.4417,,,0.0,-1.0,,,,,3517
V3,1782912.9381,132591.8821,,,0.0,-1.0,,,,,3517
V0,3577336.6199,133641.07,,,0.0,-1.0,,,,,3518
V1,3574941.0753,-39208.0921,,,0.0,-1.0,,,,,3518
V2,3598744.9053,-39629.5867,,,0.0,-1.0,,,,,3518
V3,3601170.7734,133219.5754,,,0.0,-1.0,,,,,3518
V0,1522380.7759,-97604.8004,,,3.0714498533571657,0.0013038889241957,,,,,3519
V1,1520276.3353,-270441.8331,,,3.0714498533571657,0.0013038889241957,,,,,3519
V2,1544065.0038,-270793.584,,,3.0714498533571657,0.0013038889241957,,,,,3519
V3,1546227.0586,-97956.5512,,,3.0714498533571657,0.0013038889241957,,,,,3519
V0,3481818.0661,277683.0492,,,1.0,0.0053075547217783,,,,,3520
V1,3479270.9047,104873.3075,,,1.0,0.0053075547217783,,,,,3520
V2,3502983.7647,104430.5865,,,1.0,0.0053075547217783,,,,,3520
V3,3505743.1896,277231.2313,,,1.0,0.0053075547217783,,,,,3520
V0,1091813.4585,76275.3557,,,0.0,-1.0,,,,,3521
V1,1090840.0789,-96570.7741,,,0.0,-1.0,,,,,3521
V2,1114628.7473,-96767.8759,,,0.0,-1.0,,,,,3521
V3,1115662.7736,76078.2539,,,0.0,-1.0,,,,,3521
V0,-5372964.1388,288842.0422,,,1.0,0.03324583080053,,,,,3522
V1,-5373055.1089,116011.0741,,,1.0,0.03324583080053,,,,,3522
V2,-5349311.9255,115935.2657,,,1.0,0.03324583080053,,,,,3522
V3,-5349069.3387,288766.2338,,,1.0,0.03324583080053,,,,,3522
V0,5109060.0201,285191.1108,,,0.9133811687243516,0.0125303233972105,,,,,3523
V1,5108969.05,112369.2397,,,0.9133811687243516,0.0125303233972105,,,,,3523
V2,5132651.5867,112281.302,,,0.9133811687243516,0.0125303233972105,,,,,3523
V3,5133015.4669,285103.1731,,,0.9133811687243516,0.0125303233972105,,,,,3523
V0,-2932079.9815,-3805.5805,,,1.0,0.0103989117030693,,,,,3524
V1,-2935367.0327,-176621.3869,,,1.0,0.0103989117030693,,,,,3524
V2,-2911387.3272,-177112.6252,,,1.0,0.0103989117030693,,,,,3524
V3,-2908442.9299,-4290.7541,,,1.0,0.0103989117030693,,,,,3524
V0,3510170.3987,-19300.8125,,,1.0,0.0072207510701758,,,,,3525
V1,3507532.2673,-192137.8453,,,1.0,0.0072207510701758,,,,,3525
V2,3531427.0674,-192580.5662,,,1.0,0.0072207510701758,,,,,3525
V3,3533883.2588,-19737.4688,,,1.0,0.0072207510701758,,,,,3525
V0,-5372994.4622,-9460.8853,,,0.0,-1.0,,,,,3526
V1,-5373237.049,-182331.2738,,,0.0,-1.0,,,,,3526
V2,-5349372.5722,-182407.0822,,,0.0,-1.0,,,,,3526
V3,-5349251.2788,-9536.6937,,,0.0,-1.0,,,,,3526
V0,5008932.317,-12547.8024,,,1.5628279399032683,0.0160889368436365,,,,,3527
V1,5008720.0535,-185403.0292,,,1.5628279399032683,0.0160889368436365,,,,,3527
V2,5032584.5303,-185481.8699,,,1.5628279399032683,0.0160889368436365,,,,,3527
V3,5032675.5003,-12626.6431,,,1.5628279399032683,0.0160889368436365,,,,,3527
V0,992158.7996,-69467.7635,,,0.8661693296365678,0.000894352612748,,,,,3528
V1,991343.1015,-242292.6669,,,0.8661693296365678,0.000894352612748,,,,,3528
V2,1015222.74,-242450.3483,,,0.8661693296365678,0.000894352612748,,,,,3528
V3,1015892.886,-69628.4773,,,0.8661693296365678,0.000894352612748,,,,,3528
V0,-5207944.4658,142462.1326,,,0.0,-1.0,,,,,3529
V1,-5208096.0826,-30823.6857,,,0.0,-1.0,,,,,3529
V2,-5184352.8992,-30850.9767,,,0.0,-1.0,,,,,3529
V3,-5184201.2824,142419.68,,,0.0,-1.0,,,,,3529
V0,1424036.0858,53511.6165,,,0.0,-1.0,,,,,3530
V1,1422210.6201,-119373.9336,,,0.0,-1.0,,,,,3530
V2,1445862.8334,-119701.4258,,,0.0,-1.0,,,,,3530
V3,1447970.3062,53178.0596,,,0.0,-1.0,,,,,3530
V0,-5109787.7805,292386.8418,,,0.7549822727993818,0.0002282446934039,,,,,3531
V1,-5110091.014,119555.8737,,,0.7549822727993818,0.0002282446934039,,,,,3531
V2,-5086226.5372,119531.615,,,0.7549822727993818,0.0002282446934039,,,,,3531
V3,-5086044.5971,292362.5831,,,0.7549822727993818,0.0002282446934039,,,,,3531
V0,-5439311.6296,288569.132,,,0.9073373658096924,0.0201521716622827,,,,,3532
V1,-5439402.5996,115747.2609,,,0.9073373658096924,0.0201521716622827,,,,,3532
V2,-5415720.0629,115662.3555,,,0.9073373658096924,0.0201521716622827,,,,,3532
