V0_LAT,V1_LAT,V2_LAT,V3_LAT,V0_LON,V1_LON,V2_LON,V3_LON,Al/Si,Al/Si_uncer,polygon_area
82.5508,76.8642,76.8727,82.5655,22.0115,21.0643,25.639,26.4291,1.1475210724305436,0.000447150000286,25.571668315
-75.4264,-81.147,-81.1597,-75.4342,6.3328,4.9195,9.873,10.2965,1.4205052056845766,0.0015665395728701,25.52620433
-75.3242,-81.0581,-81.0364,-75.3109,171.793,171.239,175.535,176.394,1.2610532049940018,0.0004611308889247,25.47620669999995
-76.0709,-81.7897,-81.7181,-76.0282,-51.1728,-51.6089,-47.7737,-46.0729,1.547689911967368,0.002292303665478,25.423406925000045
-76.1186,-81.8052,-81.8474,-76.1454,31.9997,29.5353,35.1349,35.3103,1.9523057311573448,0.0005789642343096,25.414212479999982
83.0105,77.3437,77.3628,83.045,134.171,132.747,137.843,137.991,1.870473247646952,0.0013176807403806,25.2758562
-75.2328,-80.9531,-80.9706,-75.2436,1.8742,0.3741,5.3567,5.6963,0.6737529011574482,9.177838443656764e-05,25.21052645500003
-74.4544,-80.206,-80.1881,-74.443,144.813,144.199,148.521,149.243,1.1838819596218944,0.0009092826629429,25.144993399999954
81.0774,75.383,75.4388,81.1673,-127.706,-129.518,-124.54,-123.906,2.4024146180420685,4.132705918243494e-05,24.97845849999997
81.0073,75.2858,75.2641,80.972,32.6472,32.572,35.9848,37.9534,0.9178972349075288,0.1099035377844924,24.942358800000008
-75.7565,-81.4547,-81.474,-75.7681,23.3407,21.7191,26.681,26.9879,8.363181480881961,0.0002605128361287,24.559656990000008
82.468,76.7897,76.7762,82.4447,-37.4728,-37.7015,-34.2398,-32.2941,1.486664208428767,0.0134706115184526,24.530227160000003
-75.5693,-81.2861,-81.1827,-75.506,-64.3258,-65.2169,-61.4636,-59.4286,0.675385602983541,2.7099474829574147e-05,24.517922719999987
-76.2884,-81.9288,-82.0225,-76.3426,56.6969,52.6332,58.0466,59.8462,4.225091523338017,0.0165894979445714,24.449878719999987
81.0657,75.369,75.4151,81.1397,-139.159,-140.788,-135.908,-135.458,1.1247480287296492,0.0005856789083892,24.439121850000088
-74.6628,-80.3862,-80.4063,-74.6755,-9.8287,-11.2858,-6.4519,-6.1845,1.401639058807873,9.88703270741954e-06,24.291604154999995
-75.9003,-81.6037,-81.5873,-75.8905,-24.8453,-25.4655,-21.3479,-20.4985,1.0,0.0031781146482279,24.11433734
-74.8101,-80.5402,-80.5223,-74.7988,-177.674,-178.231,-174.117,-173.367,0.6757663348595763,8.43187526785458e-06,24.103150300000046
-73.6519,-79.3963,-79.4189,-73.6666,-41.0989,-42.4628,-37.7202,-37.5058,1.4512552519522723,3.686004880728252e-05,23.97297819499999
80.7115,75.0028,75.0384,80.7676,-143.832,-145.159,-140.417,-140.215,1.5895747992416411,0.0031912665951832,23.86729919999997
82.2732,76.6336,76.6896,82.3688,59.8367,57.4516,62.3187,63.4256,2.0562575696098206,0.0001045303807959,23.79559640000001
80.4646,74.7428,74.7075,80.4075,42.8663,42.3968,45.5585,47.9682,1.26554367576245,0.0062436295724569,23.66280614000003
81.2595,75.5594,75.5505,81.2447,4.9182,4.5791,8.1609,9.5881,1.0,0.0005378013330022,23.516051655000005
81.0199,75.3142,75.3099,81.013,17.4538,16.9978,20.7528,21.9325,1.0,0.0157491924001905,23.488739100000025
-73.4024,-79.1413,-79.1695,-73.4209,-45.6481,-47.0864,-42.3833,-42.2529,1.7103466757807952,0.0010967555908833,23.275619884999998
-74.3523,-80.0787,-80.0712,-74.3475,-169.439,-170.178,-166.055,-165.484,1.0453912139343082,0.0003121045983863,23.119448699999943
-73.9303,-79.6811,-79.5719,-73.8589,-87.1426,-87.9756,-84.384,-82.6511,0.8851802313193164,1.7013957702807074e-05,23.049910059999988
80.9995,75.299,75.2945,80.9922,11.0411,10.6029,14.2692,15.4355,1.0,0.3265873041755863,22.974100959999976
81.8847,76.2559,76.3218,81.9955,87.1748,84.6169,89.3071,90.6654,1.136186297702836,7.343687061265513e-06,22.94287486500002
-75.0222,-80.6708,-80.778,-75.0884,81.0928,77.228,82.1609,84.1558,1.361717228652381,0.0001832912890759,22.91879634000005
-75.0993,-80.8068,-80.706,-75.0364,-104.53,-105.444,-101.92,-99.9553,1.158851510579201,2.597839222944328e-05,22.917119145000026
-73.8996,-79.6491,-79.5406,-73.8286,-82.7875,-83.6165,-80.0514,-78.321,1.835235460613964,0.0040062834665744,22.89869277499998
82.0831,76.4139,76.425,82.102,142.636,141.668,145.927,146.395,1.7296713870998432,6.742990885270892e-05,22.732687900000023
-75.3231,-81.0276,-81.0009,-75.3066,-37.1568,-37.3889,-33.7587,-32.8148,3.540270969507905,0.0040537510433728,22.705677540000018
-74.3573,-80.0289,-80.123,-74.4171,101.178,97.9391,102.729,104.233,1.3848256252838602,0.0006473490044498,22.49632051500005
81.1829,75.5264,75.581,81.272,105.606,103.627,108.135,109.021,1.158768936052165,5.236963856904657e-05,22.373635500000063
-74.7866,-80.4916,-80.3861,-74.7199,-98.7396,-99.7217,-96.2819,-94.3038,1.4298312152937167,0.0002576838396956,22.261319070000006
81.0998,75.4335,75.4764,81.1697,116.297,114.636,119.07,119.662,2.796743327893375,0.0037734170487779,22.084845500000043
-73.5255,-79.2639,-79.2116,-73.4909,128.166,127.991,131.402,132.452,0.8504229578457783,0.0003217092553961,22.023560050000007
-74.4255,-80.1357,-80.0297,-74.3567,-92.8667,-93.8409,-90.4044,-88.5204,0.8461977193745283,0.0002911913888744,22.023388900000036
-73.6717,-79.395,-79.3992,-73.6745,-163.122,-164.031,-159.95,-159.544,1.3893994857581866,0.0021743538380708,21.922359250000042
-74.1411,-79.8482,-79.8669,-74.1531,167.892,166.59,170.966,171.185,3.0691089564452168,0.0061778797753021,21.908394200000064
-74.1019,-79.8188,-79.8093,-74.0957,-159.569,-160.184,-156.34,-155.77,1.264029409951862,0.0010136987249686,21.836176749999908
-73.4777,-79.2139,-79.1515,-73.4364,124.421,124.117,127.502,128.67,0.7774802104527638,0.0001434883412874,21.816644449999906
78.7809,73.0649,73.1194,78.8615,-122.364,-123.654,-119.45,-118.935,2.6079298042955026,2.412441061482708e-05,21.80395545000001
80.8206,75.1456,75.0859,80.7245,-95.9746,-97.8967,-94.9835,-91.3105,1.440710495540419,0.0009742937559721,21.649564464999955
-73.4081,-79.1424,-79.0715,-73.3611,120.573,120.163,123.525,124.787,1.383978268053071,0.0009734329459315,21.626979600000055
80.1353,74.4318,74.4351,80.1403,-166.327,-166.859,-163.169,-162.443,1.1972158477317096,0.0011575923568731,21.599763099999944
78.8044,73.0761,73.0869,78.8206,-33.3243,-33.9091,-30.1129,-29.7051,1.2467014028603527,0.000131518089973,21.242128650000012
78.9983,73.3039,73.3643,79.0881,-114.171,-115.657,-111.559,-110.858,0.8573594314644084,6.908532282706026e-05,21.072948200000003
-72.8521,-78.5872,-78.5027,-72.7952,106.157,105.594,108.881,110.225,0.8497418169593117,0.0009435197901056,20.97266830000004
78.6989,73.0078,73.0713,78.7926,-108.926,-110.428,-106.439,-105.687,1.4153003305326397,0.000170216912314,20.533624600000017
79.7399,74.0421,74.0516,79.7544,-178.554,-179.19,-175.478,-175.06,1.569409314450365,0.0010038427784913,20.531856899999994
-73.8123,-79.5222,-79.4961,-73.7951,-149.035,-149.159,-145.892,-145.118,1.2301147444624323,0.0017358890787043,20.484255549999993
79.8473,74.1542,74.1164,79.7889,-55.4266,-56.2168,-53.3896,-51.0711,1.3187940207353608,0.009029340175564,20.483688015
-71.8193,-77.5682,-77.5453,-71.8035,137.711,137.484,140.859,141.44,1.159400565201051,9.801744166096962e-06,20.399665799999962
79.8216,74.1285,74.0971,79.7731,-51.7707,-52.3059,-49.4963,-47.4442,1.481797959617465,0.0002092064347005,20.334439945000007
-73.4763,-79.1884,-79.109,-73.4228,-111.493,-112.146,-108.951,-107.53,0.8645707407714679,5.816237894413561e-06,20.328349200000012
-71.5917,-77.3427,-77.325,-71.5794,141.864,141.54,144.978,145.491,1.5086550336644993,6.989776165276863e-05,20.299592250000053
-73.8948,-79.5883,-79.602,-73.9037,150.756,149.652,153.636,153.873,2.185208978523872,0.0104020958394561,20.230869600000002
